id,release_date,movie,production_budget,domestic_gross,worldwide_gross
33,01/22/2010,extraordinary measures,31000000,12482741,15826984
34,08/25/2017,birth of the dragon,31000000,6901965,7220490
35,10/20/1995,get shorty,30250000,72021008,115021008
36,06/08/1984,ghostbusters,30000000,242212467,295212467
37,11/22/1995,toy story,30000000,191796233,364545516
38,08/15/2018,crazy rich asians,30000000,174532921,238099711
39,12/27/2002,chicago,30000000,170687518,306770545
40,06/25/1999,big daddy,30000000,163479795,228641283
41,08/10/2001,american pie 2,30000000,145096820,286500000
42,02/10/2012,the vow,30000000,125014030,197618160
43,06/10/1994,speed,30000000,121248145,283200000
44,03/02/1990,the hunt for red october,30000000,120709866,200500000
45,08/16/2013,lee daniels' the butler,30000000,116632095,177025498
46,09/29/2000,remember the titans,30000000,115654751,136706683
47,08/14/2009,district 9,30000000,115646235,212453431
48,06/18/2004,dodgeball: a true underdog story,30000000,114326736,167791704
49,11/22/1991,the addams family,30000000,113502246,191502246
50,11/10/1995,ace ventura: when nature calls,30000000,108360063,212400000
51,08/03/2001,the princess diaries,30000000,108244774,165334774
52,03/05/1999,analyze this,30000000,106885658,176885658
53,09/20/1996,the first wives club,30000000,105489203,181489203
54,12/15/2004,million dollar baby,30000000,100492203,231928227
55,09/22/1995,se7en,30000000,100125643,328125643
56,10/08/2003,mystic river,30000000,90135191,156822020
57,12/18/2015,sisters,30000000,87044645,106030660
58,11/10/1999,pokemon: the first movie,30000000,85744662,163644662
59,11/19/2004,spongebob squarepants: the movie,30000000,85416609,142051255
60,12/04/2009,up in the air,30000000,83823381,166842739
61,06/25/2004,the notebook,30000000,81001787,116025023
62,04/10/2009,hannah montana the movie,30000000,79576189,169173206
63,01/18/2008,27 dresses,30000000,76808654,160247805
64,11/17/2000,rugrats in paris,30000000,76501438,103284813
65,08/18/2017,the hitmanâs bodyguard,30000000,75468583,172778667
66,12/25/1991,the prince of tides,30000000,74787599,74787599
67,08/12/2005,four brothers,30000000,74494381,92494381
68,12/23/1994,legends of the fall,30000000,66502573,160502573
69,09/28/2012,looper,30000000,66486205,170466405
70,02/01/2013,warm bodies,30000000,66380662,115121608
71,12/13/2002,about schmidt,30000000,65005217,107054484
72,01/17/2014,the nut job,30000000,64251538,122529966
73,02/16/2001,down to earth,30000000,64172251,71172251
74,08/04/1995,babe,30000000,63658910,246100000
75,08/08/2012,hope springs,30000000,63536011,133085295
76,04/18/2008,forgetting sarah marshall,30000000,63172463,105173042
77,10/08/2004,friday night lights,30000000,61255921,61950770
78,11/17/1989,harlem nights,30000000,60857262,95857262
79,04/25/2008,baby mama,30000000,60494212,64170447
80,05/29/1998,hope floats,30000000,60110313,81529000
81,01/09/2009,bride wars,30000000,58715510,115150424
82,08/20/2004,without a paddle,30000000,58156435,65121280
83,05/20/2011,midnight in paris,30000000,56816662,162502774
84,11/22/2017,darkest hour,30000000,56443120,150807172
85,10/05/2005,wallace & gromit: the curse of the were-rabbit,30000000,56068547,197593152
86,12/21/2007,p.s. i love you,30000000,53695808,155769678
87,09/23/2005,corpse bride,30000000,53359111,114770654
88,05/11/2018,life of the party,30000000,53059911,65759911
89,05/14/2010,letters to juliet,30000000,53032453,82148538
90,04/06/2001,blow,30000000,52990775,83282296
91,02/12/1999,message in a bottle,30000000,52880016,52880016
92,07/24/2015,southpaw,30000000,52421953,94156456
93,06/09/1989,star trek v: the final frontier,30000000,52210049,70200000
94,07/28/2017,atomic blonde,30000000,51573925,98345423
95,07/03/2002,like mike,30000000,51432423,62432423
96,03/18/1994,naked gun 33 1/3: the final insult,30000000,51041856,51041856
97,12/07/2007,atonement,30000000,50980159,129779728
98,05/24/1985,a view to a kill,30000000,50327960,152627960
99,01/14/2005,racing stripes,30000000,49772522,89955540
100,09/18/2015,sicario,30000000,46889293,84393749
1,09/22/1989,black rain,30000000,45892212,45892212
2,06/26/1987,full metal jacket,30000000,45015999,45015999
3,01/19/2018,den of thieves,30000000,44947622,80131391
4,04/13/2012,the three stooges,30000000,44338224,54052249
5,07/21/2000,pokemon 2000,30000000,43746923,133946923
6,10/24/2014,john wick,30000000,43037835,76235001
7,01/13/2006,glory road,30000000,42647449,42799060
8,04/24/2015,the age of adaline,30000000,42629776,68984536
9,08/06/2010,step up 3d,30000000,42400223,165889117
10,05/29/2009,drag me to hell,30000000,42100625,91388487
11,04/13/2012,the cabin in the woods,30000000,42073277,70689968
12,09/19/2003,secondhand lions,30000000,42070939,47902566
13,11/10/2006,stranger than fiction,30000000,40435190,53572822
14,04/08/2011,hanna,30000000,40259119,65343694
15,08/16/2002,blue crush,30000000,40118420,51618420
16,10/19/2007,30 days of night,30000000,39568996,80276156
17,12/19/1986,little shop of horrors,30000000,38747385,38747385
18,09/15/2006,gridiron gang,30000000,38432823,41457834
19,07/20/1988,midnight run,30000000,38413606,81613606
20,01/25/2008,meet the spartans,30000000,38233676,84646831
21,11/13/1987,the running man,30000000,38122000,38122000
22,09/13/2013,the family,30000000,36918811,51078541
23,02/09/2018,the 15:17 to paris,30000000,36276286,56096200
24,11/21/1997,mortal kombat: annihilation,30000000,35927406,51327406
25,07/01/2011,larry crowne,30000000,35608245,61449135
26,10/18/2013,carrie,30000000,35266619,82409520
27,04/07/2006,take the lead,30000000,34742066,65390493
28,03/02/2018,death wish,30000000,34017028,48575965
29,11/24/2010,love and other drugs,30000000,32367005,102716321
30,06/03/2015,entourage,30000000,32363404,46438538
31,06/01/2001,what's the worst that could happen?,30000000,32267774,38462071
32,02/08/2013,side effects,30000000,32172757,66742138
33,09/09/2009,9,30000000,31749894,48559999
34,07/02/2014,deliver us from evil,30000000,30577122,87956618
35,08/01/2014,get on up,30000000,30569935,33339868
36,12/25/2017,mollyâs game,30000000,28780744,53296424
37,04/27/2012,the five-year engagement,30000000,28700285,61623819
38,04/02/2004,the prince & me,30000000,28165882,29356757
39,07/15/2011,winnie the pooh,30000000,26692846,50145607
40,05/15/1998,bulworth,30000000,26528684,29203383
41,06/13/2003,dumb and dumberer: when harry met lloyd,30000000,26214846,26214846
42,09/14/2018,white boy rick,30000000,24004833,25947983
43,08/04/1995,virtuosity,30000000,23998226,23998226
44,09/18/1998,one true thing,30000000,23337196,26708196
45,02/04/2011,sanctum,30000000,23209310,108957098
46,07/21/2006,my super ex-girlfriend,30000000,22530295,60772856
47,08/25/2017,ballerina,30000000,21858070,96892829
48,09/17/2004,mr. 3000,30000000,21800302,21827296
49,11/19/2010,the next three days,30000000,21148651,67255916
50,01/12/2018,proud mary,30000000,20868638,21709539
51,08/06/2004,little black book,30000000,20422207,21758371
52,01/19/2005,assault on precinct 13,30000000,20040895,36040895
53,10/04/2013,runner runner,30000000,19316646,60512680
54,02/06/1998,the replacement killers,30000000,19035741,19035741
55,04/28/2017,baahubali 2: the conclusion,30000000,18985794,263502914
56,03/03/2006,ultraviolet,30000000,18522064,30962112
57,10/21/2005,north country,30000000,18324242,23676771
58,08/19/2011,fright night,30000000,18298649,40520649
59,09/15/2017,mother!,30000000,17800004,42531076
60,10/09/2015,steve jobs,30000000,17766658,35579007
61,07/17/2002,eight legged freaks,30000000,17266505,36722311
62,07/19/1996,fled,30000000,17192205,19892205
63,06/04/2010,splice,30000000,17010170,28542494
64,04/18/2008,88 minutes,30000000,16930884,32955399
65,04/09/2004,the whole ten yards,30000000,16323969,26323969
66,08/01/1986,howard the duck,30000000,16295774,16295774
67,10/24/2008,pride and glory,30000000,15740721,43440721
68,08/26/2005,the cave,30000000,15007991,27147991
69,04/30/2004,godsend,30000000,14334645,16910708
70,06/20/2003,alex & emma,30000000,14208384,15358583
71,09/03/2004,wicker park,30000000,13001257,21577076
72,12/25/2005,the new world,30000000,12712093,26184400
73,06/29/2007,evening,30000000,12406646,12885574
74,01/18/2013,the last stand,30000000,12050299,48330757
75,01/15/1999,in dreams,30000000,12017369,12017369
76,03/12/1999,wing commander,30000000,11578022,11578022
77,01/12/2001,antitrust,30000000,10965209,17865209
78,03/08/2013,dead man down,30000000,10895295,19599974
79,04/29/2011,hoodwinked too: hood vs. evil,30000000,10143779,23353111
80,04/10/2009,dragonball evolution,30000000,9362785,58228460
81,09/24/2004,first daughter,30000000,9055010,10419084
82,04/14/2017,the lost city of z,30000000,8574339,17121823
83,09/09/2005,an unfinished life,30000000,8535575,18535575
84,02/03/2017,the space between us,30000000,7885294,16481405
85,12/25/2009,the imaginarium of doctor parnassus,30000000,7689607,64352607
86,01/14/2011,barney's version,30000000,7502560,8845575
87,09/20/2002,trapped,30000000,6916869,6916869
88,08/31/2018,kin,30000000,5718096,10096821
89,06/01/1984,once upon a time in america,30000000,5321508,5575648
90,09/22/2017,stronger,30000000,4211129,8786752
91,01/22/1999,gloria,30000000,4167493,4967493
92,09/21/2007,the assassination of jesse james by the coward robert ford,30000000,3909149,15313631
93,12/29/2004,the merchant of venice,30000000,3765585,18765585
94,04/02/2003,the good thief,30000000,3517797,6460758
95,08/17/2005,supercross,30000000,3102550,3252550
96,12/29/2006,miss potter,30000000,3005605,35891257
97,05/05/2006,wu ji,30000000,669625,35869934
98,06/14/2019,shaft,30000000,600000,600000
99,09/23/2011,machine gun preacher,30000000,538690,3721988
100,02/02/2018,bilal: a new breed of hero,30000000,490973,648599
1,06/15/2007,doa: dead or alive,30000000,480314,7755686
2,02/19/2010,le petit nicolas,30000000,201857,52339566
3,10/07/2011,xinhai geming,30000000,135739,8593154
4,02/21/2008,genghis khan: to the ends of the earth and sea,30000000,3892,4874498
5,01/30/2015,wild card,30000000,3200,4315789
6,06/05/2015,united passions,30000000,918,168832
7,12/31/2010,konferenz der tiere,30000000,0,53048539
8,12/01/2015,grace of monaco,30000000,0,25199891
9,03/08/2016,savva. serdtse voyna,30000000,0,5015080
10,12/14/2007,goodbye bafana,30000000,0,2717302
11,12/31/2013,space pirate captain harlock,30000000,0,310985
12,12/31/2003,ripley's game,30000000,0,0
13,02/24/2017,collide,29200000,2280004,5466698
14,05/15/2015,pitch perfect 2,29000000,184296230,287625468
15,11/18/2005,walk the line,29000000,119519402,187707495
16,09/28/2018,night school,29000000,77339130,103008792
17,04/08/2016,the boss,29000000,63077560,78652207
18,12/27/1995,12 monkeys,29000000,57141459,168841459
19,09/12/2003,once upon a time in mexico,29000000,56330657,97413527
20,04/14/2000,keeping the faith,29000000,37036404,45336404
21,08/18/2017,logan lucky,29000000,27778642,44264271
22,08/12/2016,florence foster jenkins,29000000,27383770,56000339
23,02/13/1998,the borrowers,29000000,22619589,54045832
24,12/05/2008,frost/nixon,29000000,18622031,28452945
25,11/12/2004,seed of chucky,29000000,17016190,24716190
26,08/23/2002,serving sara,29000000,16930185,20146150
27,12/31/2002,confessions of a dangerous mind,29000000,16007718,33013805
28,08/26/2009,taking woodstock,29000000,7460204,10066366
29,11/06/1987,cry freedom,29000000,5899797,25899797
30,09/30/2019,unhinged,29000000,0,0
31,09/24/1999,mumford,28700000,4559569,4559569
32,03/04/2005,the jacket,28500000,6301131,15452978
33,11/11/1992,aladdin,28000000,217350219,504050219
34,05/23/1984,indiana jones and the temple of doom,28000000,179880271,333080271
35,08/14/2015,straight outta compton,28000000,161197785,202182981
36,07/21/2017,girls trip,28000000,115108515,140886353
37,11/20/1998,the rugrats movie,28000000,100494685,140894685
38,07/15/1988,die hard,28000000,81350242,139109346
39,04/06/2001,along came a spider,28000000,74058698,105159085
40,11/01/2017,a bad moms christmas,28000000,72110659,127710550
41,02/14/2013,safe haven,28000000,71399120,94050951
42,12/11/2015,the big short,28000000,70259870,133162752
43,11/07/2008,role models,28000000,67300955,94500826
44,10/10/2014,"alexander and the terrible, horrible, no good, very bad day",28000000,66954149,101379287
45,02/06/2004,miracle,28000000,64378093,64474705
46,01/28/2013,last vegas,28000000,63914167,112914167
47,01/26/2001,the wedding planner,28000000,60400856,94728529
48,03/19/2004,dawn of the dead,28000000,58990765,103452875
49,06/26/1981,for your eyes only,28000000,54800000,195300000
50,06/15/2018,tag,28000000,54730625,77026186
51,12/14/2001,the royal tenenbaums,28000000,52353636,71430876
52,04/25/2003,identity,28000000,52131264,82183683
53,10/05/2001,serendipity,28000000,50255310,77477297
54,04/16/2010,kick-ass,28000000,48071303,97531134
55,09/28/2001,zoolander,28000000,45172250,60780981
56,09/16/1994,timecop,28000000,44853581,102053581
57,07/27/2007,no reservations,28000000,43107979,91943956
58,07/16/1993,hocus pocus,28000000,39360491,39360491
59,11/11/2005,pride & prejudice,28000000,38372662,126549607
60,08/12/2011,30 minutes or less,28000000,37053924,40966716
61,12/22/2000,dracula 2000,28000000,33000377,33000377
62,06/25/1982,blade runner,28000000,32656328,39342912
63,04/07/1995,rob roy,28000000,31390587,31390587
64,02/21/2014,3 days to kill,28000000,30697999,38959900
65,08/16/2013,kick-ass 2,28000000,28795985,63129909
66,10/12/2007,we own the night,28000000,28563179,55307857
67,09/19/2014,a walk among the tombstones,28000000,26017685,62108587
68,01/15/2010,the spy next door,28000000,24307106,46752858
69,04/25/2014,brick mansions,28000000,20396829,73421224
70,05/12/2006,just my luck,28000000,17326650,38159905
71,10/13/2000,lost souls,28000000,16779636,31320293
72,08/21/2015,american ultra,28000000,14439985,30295028
73,04/18/2003,winged migration,28000000,11689053,39134983
74,02/05/2016,pride and prejudice and zombies,28000000,10907291,16638300
75,10/01/1999,"mystery, alaska",28000000,8891623,8891623
76,08/24/2001,john carpenterâs ghosts of mars,28000000,8434601,8434601
77,07/11/1997,a simple wish,28000000,8165213,8165213
78,10/30/2015,our brand is crisis,28000000,7002261,8594558
79,12/25/1997,kundun,28000000,5686694,5686694
80,10/03/2008,how to lose friends & alienate people,28000000,2775593,12031443
81,12/31/2007,alatriste,28000000,0,22860477
82,06/01/2007,knocked up,27500000,148761765,219265952
83,06/10/1983,octopussy,27500000,67900000,187500000
84,06/26/2009,my sister's keeper,27500000,49200230,96673002
85,02/08/2008,welcome home roscoe jenkins,27500000,42436517,43607627
86,01/13/2012,joyful noise,27500000,30932113,31157914
87,12/14/1984,a passage to india,27500000,27187653,27187653
88,12/25/2006,notes on a scandal,27500000,17510118,50578411
89,10/19/2007,rendition,27500000,9736045,26939925
90,10/28/2011,anonymous,27500000,4463292,15815509
91,03/18/2011,limitless,27000000,79249455,155564919
92,12/06/1991,star trek vi: the undiscovered country,27000000,74888996,96900000
93,06/07/2002,the divine secrets of the ya-ya sisterhood,27000000,69586544,73826768
94,10/03/1997,kiss the girls,27000000,60527873,60527873
95,06/20/1980,the blues brothers,27000000,57229890,57229890
96,12/25/1994,the jungle book,27000000,44342956,44342956
97,08/06/2008,the sisterhood of the traveling pants 2,27000000,44089964,44270131
98,05/13/2016,money monster,27000000,41012075,93466095
99,05/17/2002,about a boy,27000000,40803000,130759651
100,08/19/2011,spy kids: all the time in the world,27000000,38536376,80681183
1,07/16/1999,lake placid,27000000,31770413,31770413
2,04/07/2006,lucky number slevin,27000000,22495466,55495466
3,10/21/1983,the right stuff,27000000,21500000,21500000
4,07/20/1984,die unendliche geschichte,27000000,21300000,21392049
5,02/27/1998,dark city,27000000,14435076,27257061
6,09/19/2008,the duchess,27000000,13848978,45160110
7,10/01/2010,case 39,27000000,13261851,28773827
8,06/10/2005,the honeymooners,27000000,12834849,13174426
9,06/21/1985,return to oz,27000000,10618813,10618813
10,03/27/1998,the newton boys,27000000,10341093,10341093
11,08/27/2004,suspect zero,27000000,8712564,8712564
12,11/02/2007,martian child,27000000,7500310,9352089
13,10/18/2002,formula 51,27000000,5204007,5204007
14,11/24/1999,flawless,27000000,4485485,4485485
15,05/13/2005,mindhunters,27000000,4476235,16566235
16,10/17/2008,what just happened,27000000,1090947,2412123
