id,release_date,movie,production_budget,domestic_gross,worldwide_gross
23,11/16/2007,love in the time of cholera,45000000,4617608,31077418
24,12/25/2002,pinocchio,45000000,3681811,31681811
25,01/31/1997,shadow conspiracy,45000000,2154540,2154540
26,12/31/2012,foodfight!,45000000,0,73706
27,10/12/2012,argo,44500000,136025503,227140757
28,08/06/1993,the fugitive,44000000,183875760,353715317
29,05/22/1985,rambo: first blood part ii,44000000,150415432,300400000
30,10/18/1996,sleepers,44000000,53300852,165600852
31,07/30/2010,charlie st. cloud,44000000,31206263,48478084
32,02/02/1996,the juror,44000000,22730924,22730924
33,02/06/2014,the interview,44000000,6105175,12342632
34,11/19/1980,heaven's gate,44000000,3484331,3484523
35,06/28/2013,the heat,43000000,159581587,229727774
36,12/19/2000,finding forrester,43000000,51768623,80013623
37,04/14/2000,28 days,43000000,37035515,62063972
38,05/13/2005,danny the dog,43000000,24537621,49037621
39,04/12/2002,the sweetest thing,43000000,24430272,63078756
40,11/09/2018,the girl in the spiderâs web,43000000,14828555,34983342
41,01/06/2017,a monster calls,43000000,3740823,46414530
42,01/28/2011,the mechanic,42500000,29121498,76347393
43,06/30/1993,the firm,42000000,158340892,270340892
44,03/16/2012,21 jump street,42000000,138447667,202812429
45,05/28/1999,notting hill,42000000,116089678,363728085
46,06/21/2000,chicken run,42000000,106793915,227793915
47,01/16/2004,along came polly,42000000,88073507,173044410
48,07/01/1992,boomerang,42000000,70052444,131052444
49,07/10/2009,brã¼no,42000000,60054530,138708527
50,06/12/1963,cleopatra,42000000,57000000,71000000
51,05/12/2017,snatched,42000000,45852178,57852177
52,10/12/2012,here comes the boom,42000000,45290318,73239258
53,04/05/2002,high crimes,42000000,41543207,63781100
54,11/15/1996,the mirror has two faces,42000000,41267469,41267469
55,03/11/2011,red riding hood,42000000,37662162,91678442
56,01/25/2002,the mothman prophecies,42000000,35228696,56438555
57,07/14/1989,licence to kill,42000000,34667015,156167015
58,12/25/2018,holmes & watson,42000000,30568743,41926605
59,01/27/2012,one for the money,42000000,26414527,36197221
60,03/09/2001,15 minutes,42000000,24375436,56331864
61,09/16/2005,lord of war,42000000,24149632,60437727
62,05/28/1993,super mario bros.,42000000,20844907,20844907
63,10/02/1992,hero,42000000,19487173,66787173
64,01/27/2012,man on a ledge,42000000,18620000,49621440
65,12/03/2010,the warrior's way,42000000,5666340,8514325
66,04/18/1997,mchale's navy,42000000,4408420,4408420
67,05/28/2010,micmacs,42000000,1259693,11756922
68,12/31/2006,les bronzã©s 3: amis pour la vie,42000000,0,83833602
69,12/31/2015,pourquoi j'ai pas mangã© mon pã¨re,42000000,0,15451663
70,11/08/2002,8 mile,41000000,116724075,245768384
71,05/31/2019,rocketman,41000000,57342725,108642725
72,05/11/2001,a knightâs tale,41000000,56083966,100622586
73,08/22/2003,the medallion,41000000,22108977,22108977
74,10/14/2011,the big year,41000000,7204138,7684524
75,08/06/1999,the sixth sense,40000000,293506292,672806292
76,07/15/2005,wedding crashers,40000000,209218368,283218368
77,06/11/2010,the karate kid,40000000,176591618,351774938
78,02/13/2015,fifty shades of grey,40000000,166167230,570998101
79,06/19/2009,the proposal,40000000,163958031,314709717
80,12/13/2013,american hustle,40000000,150117807,257878294
81,05/17/2019,john wick: chapter 3 â parabellum,40000000,141744320,256498033
82,12/25/2003,cheaper by the dozen,40000000,138614544,190212113
83,07/25/2014,lucy,40000000,126573960,457507776
84,12/25/2013,lone survivor,40000000,125095601,149804632
85,11/22/1989,back to the future part ii,40000000,118450002,332000000
86,09/24/1999,double jeopardy,40000000,116735231,177835231
87,07/25/2003,spy kids 3-d: game over,40000000,111760631,167851995
88,07/24/1996,a time to kill,40000000,108766007,152266007
89,07/01/1992,a league of their own,40000000,107533925,132440066
90,06/10/2016,the conjuring 2: the enfield poltergeist,40000000,102470008,311262102
91,10/01/2010,the social network,40000000,96962694,224922135
92,08/07/2009,julie & julia,40000000,94125426,126646119
93,02/06/2009,he's just not that into you,40000000,93953653,181053657
94,02/10/2017,john wick: chapter two,40000000,92029184,171350009
95,01/15/2016,ride along 2,40000000,90862685,124827316
96,04/14/2006,scary movie 4,40000000,90710620,178710620
97,03/27/2015,get hard,40000000,90411453,106511453
98,02/04/2000,scream 3,40000000,89138076,161838076
99,05/24/1990,back to the future part iii,40000000,88055283,244088654
100,10/14/2016,the accountant,40000000,86260045,152962083
1,11/14/2014,dumb and dumber to,40000000,86208010,156553592
2,04/25/2014,the other woman,40000000,83911193,195111193
3,11/13/1992,bram stoker's dracula,40000000,82522790,215862692
4,02/17/2006,eight below,40000000,81612565,120455994
5,12/24/1999,the talented mr. ripley,40000000,81292135,128792135
6,09/25/2015,the intern,40000000,75764672,197115710
7,09/25/1992,the last of the mohicans,40000000,75505856,75505856
8,10/29/2004,ray,40000000,75305995,124823094
9,04/01/2005,sin city,40000000,74103820,158527918
10,10/16/2015,bridge of spies,40000000,72313754,162498338
11,02/22/2008,vantage point,40000000,72266306,150886329
12,03/20/2009,"i love you, man",40000000,72013010,92302502
13,11/09/2001,shallow hal,40000000,70836296,70836296
14,12/20/1991,jfk,40000000,70405498,205400000
15,01/27/2006,big momma's house 2,40000000,70165972,137047376
16,09/21/2018,the house with a clock in its walls,40000000,68549695,126331750
17,11/04/2016,hacksaw ridge,40000000,67209615,168904682
18,03/02/2001,the mexican,40000000,66808615,145238250
19,08/28/2009,the final destination,40000000,66477700,187384627
20,04/17/2009,17 again,40000000,64167069,139474906
21,02/18/2011,unknown,40000000,63686397,136123083
22,06/04/2010,get him to the greek,40000000,61153526,91455875
23,11/21/2003,gothika,40000000,59588068,141484812
24,11/30/2001,behind enemy lines,40000000,58855732,58855732
25,03/18/2011,the lincoln lawyer,40000000,58009200,87145086
26,10/15/2004,shall we dance?,40000000,57887882,118097882
27,08/25/2006,invincible,40000000,57806952,58501127
28,02/15/2013,escape from planet earth,40000000,57012977,74156610
29,07/10/1998,small soldiers,40000000,55143823,71743823
30,07/31/1997,spawn,40000000,54979992,87949859
31,11/26/2014,horrible bosses 2,40000000,54445357,105945357
32,01/25/2002,the count of monte cristo,40000000,54228104,75389090
33,10/20/2006,the prestige,40000000,53089891,104407366
34,06/16/2006,the lake house,40000000,52330111,114830111
35,07/09/2010,predators,40000000,52000688,127234389
36,08/15/2012,the odd life of timothy green,40000000,51853450,55249159
37,07/31/1987,the living daylights,40000000,51185000,191200000
38,12/08/2006,apocalypto,40000000,50866635,121032272
39,02/14/2007,music and lyrics,40000000,50572589,146196885
40,06/18/1986,legal eagles,40000000,49851591,49851591
41,03/12/2004,secret window,40000000,47958031,92111551
42,08/12/2005,the skeleton key,40000000,47907715,92256918
43,06/20/2014,jersey boys,40000000,47047013,65282732
44,05/02/2008,made of honor,40000000,46012734,106548738
45,11/21/1997,the rainmaker,40000000,45916769,45916769
46,02/07/1992,medicine man,40000000,44948240,44948240
47,12/12/1997,amistad,40000000,44212592,58250151
48,05/30/2014,a million ways to die in the west,40000000,42720965,86778557
49,08/12/2011,final destination 5,40000000,42587643,155011165
50,11/16/2018,widows,40000000,42402632,73866088
51,04/08/2005,fever pitch,40000000,42071069,50071069
52,12/25/2007,aliens vs. predator - requiem,40000000,41797066,128884494
53,12/25/2007,the water horse: legend of the deep,40000000,40412817,103429755
54,07/18/2014,sex tape,40000000,38543473,126069509
55,04/15/2011,scream 4,40000000,38180928,95989590
56,12/21/1994,ri¢hie ri¢h,40000000,38087756,38087756
57,08/11/2000,autumn in new york,40000000,37752931,90717684
58,03/18/2011,paul,40000000,37412945,101162106
59,12/19/2012,the guilt trip,40000000,37134215,41294674
60,08/26/2011,colombiana,40000000,36665854,72295262
61,02/26/1999,8mm,40000000,36443442,96398826
62,01/12/2018,the commuter,40000000,36343858,101985431
63,02/18/2000,hanging up,40000000,36037909,51867723
64,03/01/1991,the doors,40000000,34416893,34416893
65,08/20/1999,mickey blue eyes,40000000,33864342,53864342
66,10/20/2000,pay it forward,40000000,33508922,55696705
67,04/08/2011,arthur,40000000,33035397,47787943
68,03/21/2008,drillbit taylor,40000000,32862104,49686263
69,12/21/2016,patriots day,40000000,31886361,52837989
70,12/25/2011,extremely loud and incredibly close,40000000,31847881,55247881
71,07/01/1994,the shadow,40000000,31835600,31835600
72,11/26/2008,transporter 3,40000000,31715062,107235592
73,11/10/2010,morning glory,40000000,31011732,59795070
74,11/09/2005,get rich or die tryin',40000000,30981850,46666955
75,05/03/2019,long shot,40000000,30202860,43711031
76,08/25/2000,the art of war,40000000,30199105,30199105
77,12/25/2013,grudge match,40000000,29807260,69807260
78,08/11/2000,bless the child,40000000,29374178,40435694
79,11/23/2005,rent,40000000,29077547,31670620
80,04/02/1999,the out-of-towners,40000000,28544120,28544120
81,08/11/2017,the nut job 2: nutty by nature,40000000,28370522,57438389
82,08/23/1996,the island of dr. moreau,40000000,27682712,27682712
83,09/07/2001,the musketeer,40000000,27053815,27053815
84,01/27/2017,resident evil: the final chapter,40000000,26844692,314101190
85,02/29/2008,the other boleyn girl,40000000,26814957,78269970
86,06/30/2017,the house,40000000,25584504,31192425
87,02/16/2001,sweet november,40000000,25288103,65754228
88,04/05/2007,the reaping,40000000,25126214,62226214
89,01/07/2011,season of the witch,40000000,24827228,91126600
90,06/03/1994,renaissance man,40000000,24172899,24172899
91,05/15/1998,quest for camelot,40000000,22772500,38172500
92,09/06/2002,city by the sea,40000000,22433915,22433915
93,01/15/1999,at first sight,40000000,22365133,22365133
94,08/26/2016,mechanic: resurrection,40000000,21218403,109738840
95,01/16/2004,torque,40000000,21176322,46176322
96,11/13/2009,fantastic mr. fox,40000000,21002919,47083412
97,09/22/1995,showgirls,40000000,20350754,37750754
98,02/16/1996,city hall,40000000,20278055,20278055
99,02/03/2012,big miracle,40000000,20157300,25268680
100,12/21/2012,the impossible,40000000,19019882,169590606
1,03/09/2012,a thousand words,40000000,18450127,20790486
2,10/20/2006,marie antoinette,40000000,15962471,60862471
3,10/06/2000,get carter,40000000,14967182,19417182
4,04/21/1995,kiss of death,40000000,14942422,14942422
5,04/26/2002,"life, or something like it",40000000,14448589,14448589
6,05/15/1987,ishtar,40000000,14375181,14375181
7,02/28/1992,memoirs of an invisible man,40000000,14358033,14358033
8,10/23/2009,amelia,40000000,14279575,19756077
9,10/23/2009,cirque du freak: the vampire's assistant,40000000,14046595,39753957
10,05/07/2004,new york minute,40000000,14018364,21215882
11,03/12/1999,the deep end of the ocean,40000000,13508635,13508635
12,11/05/2004,alfie,40000000,13395939,35195939
13,08/30/2002,feardotcom,40000000,13208023,13208023
14,11/07/2008,soul men,40000000,12082391,12345883
15,03/20/2015,the gunman,40000000,10664749,18594227
16,08/20/1999,universal soldier ii: the return,40000000,10447421,10717421
17,09/25/2009,pandorum,40000000,10330853,17033431
18,09/26/2003,duplex,40000000,9652000,10070651
19,08/16/2013,paranoia,40000000,7388654,16340767
20,08/01/1980,raise the titanic,40000000,7000000,7000000
21,07/10/2015,baahubali: the beginning,40000000,6738000,26736665
22,03/09/2018,the hurricane heist,40000000,6115824,30963684
23,01/04/2002,impostor,40000000,6114237,7974607
24,11/25/2015,victor frankenstein,40000000,5775076,31124367
25,11/27/2002,extreme ops,40000000,4835968,12624471
26,04/06/2001,just visiting,40000000,4777007,16172200
27,06/27/2014,snowpiercer,40000000,4563029,88069880
28,07/20/2007,sunshine,40000000,3688560,32030610
29,03/11/1994,the hudsucker proxy,40000000,2816518,14938149
30,11/11/2016,billy lynnâs long halftime walk,40000000,1738477,30230402
31,07/01/1986,pirates,40000000,1641825,6341825
32,12/12/2008,delgo,40000000,915840,915840
33,09/07/2007,the hunting party,40000000,876671,7729552
34,10/13/2006,alex rider: operation stormbreaker,40000000,659210,20722450
35,11/20/2009,red cliff,40000000,627047,119627047
36,09/24/2004,the last shot,40000000,463730,463730
37,03/16/2007,nomad,40000000,79123,79123
38,04/16/2013,un monstre ã paris,40000000,0,27000381
39,06/21/2019,kursk,40000000,0,4212799
40,11/11/2016,uss indianapolis: men of courage,40000000,0,1663785
41,12/31/2014,dragon nest warriors' dawn,40000000,0,734423
42,12/31/2018,the crow,40000000,0,0
43,09/13/2019,the goldfinch,40000000,0,0
44,12/31/2019,down under cover,40000000,0,0
45,08/14/2009,the time traveler's wife,39000000,63414846,102332135
46,06/17/1983,superman iii,39000000,59950623,59950623
47,02/02/2007,because i said so,39000000,42674040,69538833
48,10/05/2012,frankenweenie,39000000,35287788,81150788
49,03/29/1996,sgt. bilko,39000000,30356589,37956589
50,09/30/2005,serenity,39000000,25514517,40319440
51,09/07/2007,shoot 'em up,39000000,12796824,26796824
52,02/20/2004,against the ropes,39000000,5881504,6429865
53,08/23/2013,yi dai zong shi,38600000,6594959,57987299
54,06/22/2001,the fast and the furious,38000000,144512310,206512310
55,09/27/2002,sweet home alabama,38000000,127214072,182365114
56,07/24/2009,the ugly truth,38000000,88915214,205298907
57,08/07/2002,spy kids 2: the island of lost dreams,38000000,85846296,119721296
58,11/18/1994,star trek: generations,38000000,75671262,120000000
59,06/02/2017,captain underpants: the first epic movie,38000000,73921000,126577874
60,04/17/2015,paul blart: mall cop 2,38000000,71091594,107650646
61,12/19/1997,mouse hunt,38000000,61894591,61894591
62,12/23/2016,why him?,38000000,60323786,117425156
63,04/22/2011,water for elephants,38000000,58709717,116809717
64,10/08/2010,life as we know it,38000000,53374681,105887837
65,12/29/1999,the hurricane,38000000,50699241,73956241
66,09/06/2013,riddick,38000000,42025135,94763758
67,03/23/2001,heartbreakers,38000000,40334024,57753825
68,05/24/2002,enough,38000000,39177215,50970660
69,01/22/2016,the 5th wave,38000000,34912982,111336398
70,02/06/2009,push,38000000,31811527,49678401
71,09/20/2013,rush,38000000,26947624,98230839
72,05/18/2001,angel eyes,38000000,24044532,29544532
73,12/21/2001,joe somebody,38000000,22770864,24515990
74,03/10/2000,the ninth gate,38000000,18653746,58394308
75,10/20/2017,only the brave,38000000,18340051,24555177
76,09/27/1996,extreme measures,38000000,17378193,17378193
77,10/14/2011,the thing,38000000,16999934,27573078
78,09/07/2001,rock star,38000000,16991902,19317765
79,02/02/1996,white squall,38000000,10229300,10229300
80,10/10/2008,city of ember,38000000,7873007,17831558
81,10/31/1997,switchback,38000000,6504442,6504442
82,09/21/2018,the sisters brothers,38000000,3143056,13143056
83,11/30/2001,texas rangers,38000000,623374,623374
84,08/26/2008,virgin territory,38000000,0,5473041
85,01/11/2019,the upside,37500000,108235497,119024536
86,05/18/2012,what to expect when you're expecting,37500000,41152203,88473016
87,09/14/2012,the master,37500000,16247159,50647416
88,10/10/2008,the express,37500000,9793406,9813309
89,11/21/2008,twilight,37000000,192769854,402280159
90,08/07/2013,we're the millers,37000000,150394119,267816276
91,11/25/2015,creed,37000000,109767581,173567581
92,09/17/2010,the town,37000000,92186262,152566881
93,09/23/2011,dolphin tale,37000000,72286779,96068724
94,02/23/2018,game night,37000000,69179066,117378084
95,09/12/2008,burn after reading,37000000,60355347,168167798
96,04/23/2004,13 going on 30,37000000,57139723,97658712
97,04/04/2008,nim's island,37000000,48006762,101857425
98,02/12/2016,how to be single,37000000,46843513,100003780
99,02/26/2010,cop out,37000000,44875481,55909910
100,01/28/2011,the rite,37000000,33047633,97143987
1,07/18/2008,space chimps,37000000,30105968,67029956
2,12/17/1999,magnolia,37000000,22450975,48446802
3,05/29/2015,aloha,37000000,21052030,25387091
4,12/31/2009,obitaemyy ostrov,36500000,0,15000000
5,10/05/2018,a star is born,36000000,215288866,433449571
6,02/11/2011,gnomeo and juliet,36000000,99967670,193737977
7,02/15/2002,john q,36000000,71026631,102226631
8,09/17/1999,blue streak,36000000,68208190,117448157
9,10/07/1983,never say never again,36000000,55500000,160000000
10,03/26/2010,hot tub time machine,36000000,50269859,65967750
11,05/02/1997,breakdown,36000000,50159144,50159144
12,09/12/2014,dolphin tale 2,36000000,42024533,57824533
13,12/16/2016,collateral beauty,36000000,31016021,85309093
14,04/04/2003,a man apart,36000000,26500000,43797731
15,02/25/2000,reindeer games,36000000,23360779,23360779
16,12/24/1999,snow falling on cedars,36000000,14378353,14378353
17,12/20/1996,ghosts of mississippi,36000000,13052741,13052741
18,10/24/1997,gattaca,36000000,12532777,12532777
19,01/28/2000,isn't she great,36000000,2954405,2954405
20,01/22/2016,yip man 3,36000000,2679437,157300954
21,05/06/2011,there be dragons,36000000,1069334,4020990
22,04/14/2017,queen of the desert,36000000,0,1578543
23,03/28/2003,head of state,35200000,37788228,38283765
24,09/08/2017,it,35000000,327481748,697457969
25,06/05/2009,the hangover,35000000,277322503,465764086
26,11/20/2009,the blind side,35000000,255959475,305705794
27,06/23/1989,batman,35000000,251188924,411348924
28,06/10/1999,austin powers: the spy who shagged me,35000000,206040085,312383487
29,12/22/2010,true grit,35000000,171243005,252276928
30,05/15/1992,lethal weapon 3,35000000,144731527,319700000
31,09/18/1998,rush hour,35000000,141186864,245300000
32,02/08/2013,identity thief,35000000,134506920,175361578
33,06/30/2006,the devil wears prada,35000000,124740460,326073155
34,07/08/2011,horrible bosses,35000000,117538559,212417601
35,03/30/2001,spy kids,35000000,112692062,197692062
36,07/17/2015,trainwreck,35000000,110212700,141123897
37,12/13/2013,saving mr. banks,35000000,83299761,114962525
38,12/07/1979,star trek: the motion picture,35000000,82258456,139000000
39,03/28/2008,21,35000000,81159365,159846429
40,05/09/2008,what happens in vegas...,35000000,80277646,218535708
41,11/15/1991,cape fear,35000000,79091969,182291969
42,11/15/1996,the english patient,35000000,78716374,231710008
43,01/16/2009,hotel for dogs,35000000,73178547,122357172
44,03/25/2005,guess who,35000000,68915888,102115888
45,12/21/2012,this is 40,35000000,67544505,90221182
46,09/19/1997,l.a. confidential,35000000,64604977,126204977
47,07/29/2005,sky high,35000000,63939454,83109359
48,09/19/1997,in & out,35000000,63826569,83226569
49,04/30/2010,a nightmare on elm street,35000000,63075011,117729621
50,08/18/2000,the cell,35000000,61280963,85911226
51,07/07/1995,species,35000000,60054449,113354449
52,04/07/2006,the benchwarmers,35000000,59843754,65063726
53,10/08/2010,secretariat,35000000,59699513,60376247
54,03/13/1998,the man in the iron mask,35000000,56968169,56968169
55,07/22/2011,friends with benefits,35000000,55802754,146595891
56,05/20/2016,neighbors 2: sorority rising,35000000,55340730,108757621
57,03/23/2007,tmnt,35000000,54149098,96096018
58,10/24/2003,radio,35000000,52333738,53293628
59,06/29/2018,sicario: day of the soldado,35000000,50065850,75885196
60,11/25/2009,old dogs,35000000,49492060,95104304
61,11/18/1992,malcolm x,35000000,48169910,48169910
62,05/22/2015,poltergeist,35000000,47425125,95713069
63,10/12/2018,goosebumps 2: haunted halloween,35000000,46697321,93291478
64,01/19/2018,12 strong,35000000,45819713,71118378
65,01/23/2009,underworld 3: rise of the lycans,35000000,45802315,89102315
66,07/29/2005,must love dogs,35000000,43894863,58405313
67,07/03/2007,license to wed,35000000,43799818,70187088
68,02/28/1997,donnie brasco,35000000,41954997,65303052
69,10/17/2008,max payne,35000000,40689393,87775050
70,03/15/2002,resident evil,35000000,40119709,103787401
71,03/26/2004,the ladykillers,35000000,39692139,77392139
72,05/06/2011,something borrowed,35000000,39046489,65084116
73,12/01/2006,the nativity story,35000000,37629831,46309644
74,10/28/2011,in time,35000000,37553932,165103952
75,04/23/2010,the back-up plan,35000000,37490007,75281179
76,11/09/2011,j. edgar,35000000,37306030,84606030
77,11/17/2000,bounce,35000000,36805288,53425292
78,08/17/2018,mile 22,35000000,36108758,66295121
79,05/08/2015,hot pursuit,35000000,34580201,45671512
80,12/25/2015,concussion,35000000,34531832,50363790
81,10/13/2017,the foreigner,35000000,34393507,140783360
82,12/03/2004,closer,35000000,33987757,116177695
83,12/23/1994,street fighter,35000000,33423000,99423000
84,11/21/2001,black knight,35000000,33422806,33422806
85,07/22/2005,the bad news bears,35000000,32868349,33500620
86,12/27/2002,the pianist,35000000,32519322,111854182
87,05/06/2005,house of wax,35000000,32064800,70064800
88,10/19/2001,from hell,35000000,31598308,68712365
89,06/01/2018,adrift,35000000,31445011,57897191
90,08/15/2008,mirrors,35000000,30691439,77220596
91,01/06/2017,underworld: blood wars,35000000,30353973,81209222
92,02/22/2002,queen of the damned,35000000,30307804,30307804
93,08/20/2010,nanny mcphee and the big bang,35000000,29197642,97799865
94,01/25/2008,untraceable,35000000,28687835,52649951
95,11/21/1990,predator 2,35000000,28317513,54768418
96,09/23/2011,abduction,35000000,28087155,86648359
97,12/05/1980,flash gordon,35000000,27107960,27107960
98,03/28/2008,superhero movie,35000000,26638520,73026302
99,02/12/1999,blast from the past,35000000,26613620,26613620
100,10/19/2012,alex cross,35000000,25888412,35426759
1,03/26/2004,jersey girl,35000000,25266129,37066129
2,11/21/1997,midnight in the garden of good and evil,35000000,25078937,25078937
3,09/16/2016,bridget jonesâs baby,35000000,24139805,205822688
4,11/09/2001,heist,35000000,23483357,28906817
5,12/25/1992,hoffa,35000000,23365858,28391473
6,03/04/2016,whiskey tango foxtrot,35000000,23083334,25350747
7,04/09/2004,ella enchanted,35000000,22913677,22913677
8,08/21/2015,hitman: agent 47,35000000,22467450,82182803
9,07/25/2008,the x-files: i want to believe,35000000,20982478,68170792
10,08/24/2012,premium rush,35000000,20275446,31393201
11,01/18/2013,broken city,35000000,19701164,34480045
12,08/19/2005,valiant,35000000,19478106,64188387
13,02/23/2000,wonder boys,35000000,19389454,33422485
14,02/25/2005,cursed,35000000,19294901,25114901
15,12/21/2007,walk hard: the dewey cox story,35000000,18317151,20606053
16,09/20/2002,the four feathers,35000000,18306166,29882645
17,04/30/2010,furry vengeance,35000000,17630465,39340177
18,01/25/2013,parker,35000000,17616641,48543388
19,09/17/2004,wimbledon,35000000,16862585,41666476
20,09/15/2000,bait,35000000,15325127,15471969
21,12/08/2000,dungeons and dragons,35000000,15185241,33771965
22,11/09/2007,lions for lambs,35000000,14998070,63211088
23,01/18/1991,flight of the intruder,35000000,14471440,14471440
24,05/27/2011,the tree of life,35000000,13305665,61721826
25,08/17/2001,american outlaws,35000000,13264986,13601109
26,08/11/2006,zoom,35000000,11989328,12506188
27,12/25/2001,the shipping news,35000000,11405825,24405825
28,12/18/2009,the young victoria,35000000,11001272,31878891
29,03/28/2014,sabotage,35000000,10508518,18376443
30,09/04/1998,knock off,35000000,10319915,10319915
31,09/11/2009,whiteout,35000000,10275638,12254746
32,03/06/2015,unfinished business,35000000,10219501,13214051
33,09/30/2015,the walk,35000000,10161183,61492104
34,11/22/2006,the fountain,35000000,10144010,15461638
35,11/29/2013,mandela: long walk to freedom,35000000,8323085,29890402
36,12/05/2008,punisher: war zone,35000000,8050977,10157534
37,09/05/2003,the order,35000000,7659747,11559747
38,11/10/2006,a good year,35000000,7459300,42064105
39,03/11/2016,the brothers grimsby,35000000,6864016,28720470
40,10/20/2017,the snowman,35000000,6670765,43226146
41,11/06/2002,femme fatale,35000000,6630252,16830252
42,05/02/1997,warriors of virtue,35000000,6448817,6448817
43,09/26/2003,luther,35000000,5781086,32717063
44,01/28/2011,biutiful,35000000,5101237,24687524
45,02/21/1992,radio flyer,35000000,4651977,4651977
46,04/16/1993,bound by honor,35000000,4496583,4496583
47,04/22/2016,a hologram for the king,35000000,4212494,11846010
48,02/28/1997,smilla's sense of snow,35000000,2221994,2221994
49,10/03/1986,playing for keeps,35000000,2000000,2000000
50,01/01/1980,lion of the desert,35000000,1500000,1500000
51,04/19/1996,le hussard sur le toit,35000000,1320043,1320043
52,11/24/1999,ride with the devil,35000000,630779,630779
53,09/14/2012,stolen,35000000,289773,17967746
54,10/14/2011,trespass,35000000,16816,786532
55,09/22/2006,bandidas,35000000,0,19282590
56,03/13/2015,the lovers,35000000,0,53899
57,12/31/2008,black water transit,35000000,0,0
58,12/25/2011,the darkest hour,34800000,21443494,62831715
59,06/28/2017,baby driver,34000000,107825862,228104185
60,09/19/2014,the maze runner,34000000,102427862,348319861
61,04/10/2015,the longest ride,34000000,37446117,63802928
62,09/17/1993,the age of innocence,34000000,32014993,32014993
63,08/14/2009,gake no ue no ponyo,34000000,15090399,205312666
64,08/03/2018,the darkest minds,34000000,12695691,38361428
65,09/01/1999,chill factor,34000000,11263966,11263966
66,08/27/1999,the astronaut's wife,34000000,10672566,10672566
67,05/05/2000,i dreamed of africa,34000000,6543194,14291999
68,09/05/2014,thunder and the house of magic,34000000,4091,62582520
69,12/04/1981,reds,33500000,50000000,50000000
70,12/11/1992,a few good men,33000000,141340178,236500000
71,06/02/2000,big momma's house,33000000,117559438,173559438
72,03/16/2001,exit wounds,33000000,51758599,79958599
73,07/08/2016,mike and dave need wedding dates,33000000,46009673,75898100
74,07/27/2012,step up revolution,33000000,35074677,165552290
75,08/18/2006,snakes on a plane,33000000,34020814,62020814
76,04/16/2004,the punisher,33000000,33664370,54533774
77,09/08/2000,the watcher,33000000,28946615,47267829
78,04/27/2012,safe,33000000,17142080,41495213
79,03/14/2008,doomsday,33000000,11008770,21621188
80,04/23/1999,pushing tin,33000000,8408835,8408835
81,05/12/2006,goal! the dream begins,33000000,4283255,27610873
82,07/31/2015,the young and prodigious t.s. spivet,33000000,176847,357687
83,10/30/2015,freaks of nature,33000000,70958,70958
84,05/25/1983,star wars ep. vi: return of the jedi,32500000,309205079,572705079
85,05/13/2011,bridesmaids,32500000,169211718,289632023
86,12/10/2008,the reader,32500000,34194407,112964875
87,04/26/2013,the big wedding,32500000,21819348,48425971
88,02/24/2012,wanderlust,32500000,17288155,24159934
89,11/07/2003,elf,32000000,173840591,220678483
90,07/05/1996,phenomenon,32000000,104636382,152036382
91,06/12/2013,this is the end,32000000,101470202,126539117
92,01/18/2002,snow dogs,32000000,81150692,116898028
93,06/16/2006,nacho libre,32000000,80197993,99296462
94,11/23/1988,scrooged,32000000,59450353,59450353
95,08/27/2010,takers,32000000,57744720,70587268
96,04/01/2011,source code,32000000,54712227,140428499
97,09/10/1999,stigmata,32000000,50041732,89441732
98,11/10/2000,men of honor,32000000,48814909,82339483
99,04/20/2018,i feel pretty,32000000,48795601,91553797
100,09/02/2005,the transporter 2,32000000,43095856,88978458
1,02/18/2011,"big mommas: like father, like son",32000000,37915414,82332450
2,01/15/1993,alive,32000000,36299670,36299670
3,02/23/2007,the number 23,32000000,35193167,77593167
4,12/14/1979,1941,32000000,34175000,94875000
5,10/21/2005,dreamer: inspired by a true story,32000000,33022286,39498360
6,09/23/2005,a history of violence,32000000,31493782,61477797
7,03/15/2013,the incredible burt wonderstone,32000000,22537881,27392609
8,02/10/1995,the quick and the dead,32000000,18552460,18552460
9,04/30/2004,laws of attraction,32000000,17848322,29948322
10,10/12/2018,bad times at the el royale,32000000,17839115,29204379
11,09/03/2010,going the distance,32000000,17804299,43603990
12,10/22/1999,bringing out the dead,32000000,16640210,16640210
13,03/19/2010,repo men,32000000,13942007,18195238
14,09/14/2007,dragon wars: d-war,32000000,10977721,79915361
15,09/06/1996,bogus,32000000,4357406,4357406
16,03/26/1997,cats don't dance,32000000,3588602,3588602
17,12/08/1999,cradle will rock,32000000,2899970,2899970
18,12/15/2006,the good german,32000000,1308696,6678033
19,12/31/2004,george and the dragon,32000000,0,0
20,08/15/1979,apocalypse now,31500000,78800000,81250485
21,04/15/2016,criminal,31500000,14708696,38771262
22,04/12/2013,42,31000000,95020213,97470701
23,11/02/2012,flight,31000000,93772375,160558438
24,12/29/1995,mr. hollandâs opus,31000000,82582604,106282604
25,12/18/1985,out of africa,31000000,79096868,258210860
26,06/29/1979,moonraker,31000000,70300000,210300000
27,03/07/2014,the grand budapest hotel,31000000,59076019,163981261
28,07/29/2015,vacation,31000000,58884188,102306500
29,07/18/1990,arachnophobia,31000000,53208180,53208180
30,02/13/2019,isnât it romantic,31000000,48791187,48791187
31,04/28/2000,frequency,31000000,44983704,68079671
32,09/28/2001,hearts in atlantis,31000000,24185781,30885781
